County,Election Date,Contest Number,Candidate Number,Registered Voters,Party Code,Contest Title,Candidate Name,Precinct Name,District Name
Chambers,,0002,001,000263,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,STROUD                        ,                         
Chambers,,0002,001,000212,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,MT. OLIVE                     ,                         
Chambers,,0002,001,000260,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,MILLTOWN                      ,                         
Chambers,,0002,001,000054,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,SPARKLING SPRINGS             ,                         
Chambers,,0002,001,000248,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,UNION HILL                    ,                         
Chambers,,0002,001,000374,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,FIVE POINTS                   ,                         
Chambers,,0002,001,000436,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,BUFFALO                       ,                         
Chambers,,0002,001,000182,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,PENTON                        ,                         
Chambers,,0002,001,000454,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,FREDONIA                      ,                         
Chambers,,0002,001,004425,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,LANETT                        ,                         
Chambers,,0002,001,000884,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,VALLEY RESCUE                 ,                         
Chambers,,0002,001,000409,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,LAKEVIEW                      ,                         
Chambers,,0002,001,002370,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,LAFAYETTE                     ,                         
Chambers,,0002,001,000431,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,RIDGE GROVE                   ,                         
Chambers,,0002,001,000348,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,WEST CHAMBERS                 ,                         
Chambers,,0002,001,000191,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,WAVERLY                       ,                         
Chambers,,0002,001,000500,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,STURKIE                       ,                         
Chambers,,0002,001,000403,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,CUSSETA                       ,                         
Chambers,,0002,001,007324,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,VALLEY                        ,                         
Chambers,,0002,001,001616,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,HUGULEY                       ,                         
Chambers,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,ABSENTEE                      ,                         
Chambers,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,PROVISIONAL                   ,                         
Chambers,,0003,001,000155,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,STANDING ROCK                 ,                         
Chambers,,0003,001,000132,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,STROUD                        ,                         
Chambers,,0003,001,000102,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,MT. OLIVE                     ,                         
Chambers,,0003,001,000135,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,MILLTOWN                      ,                         
Chambers,,0003,001,000033,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,SPARKLING SPRINGS             ,                         
Chambers,,0003,001,000136,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,UNION HILL                    ,                         
