County,Election Date,Contest Number,Candidate Number,Registered Voters,Party Code,Contest Title,Candidate Name,Precinct Name,District Name
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,NEIGHBORHOOD FCLTY            ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,DELMAR FIRE DEPARTMENT        ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,NATURAL BRIDGE CITY HALL      ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,LYNN CITY HALL                ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,PEBBLE FIRE HOUSE             ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,HOME ZONE NEEDMORE            ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,ASHRIDGE FIRE DEPARTMENT      ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,DOUBLE SPRINGS MUN. BLDG.     ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,OLD UNION CHURCH              ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,MORELAND FIRE DEPARTMENT      ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,HOUSTON FIRE DEPARTMENT       ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,BLACK POND FIRE DEPARTMENT    ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,UPSHAW FIRE DEPARTMENT        ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,ADDISON COMMUNITY CENTER      ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,NESMITH COMM. CENTER          ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,HELICON FIRE DEPARTMENT       ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,ARLEY FIRE DEPARTMENT         ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,ABSENTEE                      ,                         
Winston,,0002,001,000000,   ,REGISTERED VOTERS - TOTAL                               ,Registered Voters - Total             ,PROVISIONAL                   ,                         
Winston,,0003,001,001006,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,21ST STREET GYM               ,                         
Winston,,0003,001,000413,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,NEIGHBORHOOD FCLTY            ,                         
Winston,,0003,001,000135,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,DELMAR FIRE DEPARTMENT        ,                         
Winston,,0003,001,000075,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,NATURAL BRIDGE CITY HALL      ,                         
Winston,,0003,001,000440,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,LYNN CITY HALL                ,                         
Winston,,0003,001,000150,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,PEBBLE FIRE HOUSE             ,                         
Winston,,0003,001,000260,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,HOME ZONE NEEDMORE            ,                         
Winston,,0003,001,000438,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,ASHRIDGE FIRE DEPARTMENT      ,                         
Winston,,0003,001,000938,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,DOUBLE SPRINGS MUN. BLDG.     ,                         
Winston,,0003,001,000062,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,OLD UNION CHURCH              ,                         
Winston,,0003,001,000150,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,MORELAND FIRE DEPARTMENT      ,                         
Winston,,0003,001,000349,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,HOUSTON FIRE DEPARTMENT       ,                         
Winston,,0003,001,000270,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,BLACK POND FIRE DEPARTMENT    ,                         
Winston,,0003,001,000155,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,UPSHAW FIRE DEPARTMENT        ,                         
Winston,,0003,001,000630,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,ADDISON COMMUNITY CENTER      ,                         
Winston,,0003,001,000124,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,NESMITH COMM. CENTER          ,                         
Winston,,0003,001,000288,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,HELICON FIRE DEPARTMENT       ,                         
Winston,,0003,001,000863,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,ARLEY FIRE DEPARTMENT         ,                         
Winston,,0003,001,000135,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,ABSENTEE                      ,                         
Winston,,0003,001,000000,   ,BALLOTS CAST - TOTAL                                    ,Ballots Cast - Total                  ,PROVISIONAL                   ,                         
Winston,,0100,001,000037,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,21ST STREET GYM               ,                         
Winston,,0100,001,000032,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,NEIGHBORHOOD FCLTY            ,                         
Winston,,0100,001,000003,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,DELMAR FIRE DEPARTMENT        ,                         
Winston,,0100,001,000009,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,NATURAL BRIDGE CITY HALL      ,                         
Winston,,0100,001,000030,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,LYNN CITY HALL                ,                         
Winston,,0100,001,000010,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,PEBBLE FIRE HOUSE             ,                         
Winston,,0100,001,000015,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,HOME ZONE NEEDMORE            ,                         
Winston,,0100,001,000012,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,ASHRIDGE FIRE DEPARTMENT      ,                         
Winston,,0100,001,000067,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,DOUBLE SPRINGS MUN. BLDG.     ,                         
Winston,,0100,001,000002,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,OLD UNION CHURCH              ,                         
Winston,,0100,001,000008,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,MORELAND FIRE DEPARTMENT      ,                         
Winston,,0100,001,000033,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,HOUSTON FIRE DEPARTMENT       ,                         
Winston,,0100,001,000016,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,BLACK POND FIRE DEPARTMENT    ,                         
Winston,,0100,001,000019,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,UPSHAW FIRE DEPARTMENT        ,                         
Winston,,0100,001,000040,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,ADDISON COMMUNITY CENTER      ,                         
Winston,,0100,001,000004,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,NESMITH COMM. CENTER          ,                         
Winston,,0100,001,000012,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,HELICON FIRE DEPARTMENT       ,                         
Winston,,0100,001,000032,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,ARLEY FIRE DEPARTMENT         ,                         
Winston,,0100,001,000007,DEM,STRAIGHT PARTY VOTING                                   ,Alabama Democratic Party              ,ABSENTEE                      ,                         
